Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3132397,75.51429007
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.493,77.645
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.53902439,78.53902439
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.314,71.42
St Vincent & Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.179,73.294
Venezuela,VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.545,74.726
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.26829268,79.4195122
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.253,76.454
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.133,72.334
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.05866929,72.23323767
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.013,75.24
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.64634146,71.94634146
Yemen,YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.953,65.157
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.774,63.404
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.874,62.255
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.163,61.712
